Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
200501EO40852,1,1,3,2,32,6,3,5,9,0,0,-1,0,1
200501EO40853,2,1,1,2,36,7,3,0,0,0,0,-1,1,1
200501EO40854,2,1,1,2,45,7,3,0,0,0,0,-1,9,1
200501EO40855,2,1,1,2,25,5,3,0,0,0,0,-1,1,1
200501EO40856,1,1,3,1,38,7,3,9,5,0,0,-1,0,1
200501EO40857,2,1,1,1,28,6,2,0,0,0,0,-1,1,1
200501EO40858,1,1,2,1,2,1,3,0,0,0,4,-1,11,1
200501EO40859,1,1,2,2,62,9,3,0,0,0,3,-1,11,1
200501EO40860,1,1,1,2,38,7,3,0,0,0,0,-1,9,1
200501EO40861,1,1,2,2,35,6,3,0,0,0,3,-1,11,1
200501EO40862,1,1,2,1,25,5,3,0,0,2,0,-1,8,1
200501EO40863,2,1,1,1,26,6,3,0,0,0,0,-1,1,1
200501EO40864,1,1,1,1,37,7,3,0,0,0,0,-1,20,1
200501EO40864,2,2,1,1,25,5,3,0,0,0,0,-1,9,2
200501EO40865,1,1,3,1,25,5,3,4,2,0,0,-1,0,2
200501EO40866,2,1,1,1,43,7,3,0,0,0,0,-1,5,3
200501EO40867,1,1,1,1,22,5,3,0,0,0,0,-1,9,-1
200501EO40867,2,2,1,1,40,7,2,0,0,0,0,-1,3,1
200501EO40868,1,1,2,2,42,7,3,0,0,1,0,-1,9,1
200501EO40869,1,1,2,1,59,9,3,0,0,0,3,-1,11,1
200501EO40870,1,1,3,2,35,6,3,5,1,0,0,-1,0,-1
200501EO40871,1,1,3,1,25,5,3,4,1,0,0,-1,0,1
200501EO40872,1,1,1,1,30,6,3,0,0,0,0,-1,1,1
200501EO40873,2,1,1,1,27,6,3,0,0,0,0,-1,5,1
200501EO40874,1,1,1,1,21,5,3,0,0,0,0,-1,9,1
200501EO40875,1,1,3,2,68,10,3,1,3,0,0,-1,0,-1
200501EO40876,1,1,3,1,5,1,3,5,1,0,0,-1,0,-1
200501EO40878,1,1,1,1,52,8,3,0,0,0,0,-1,1,1
200501EO40879,1,1,1,1,25,5,3,0,0,0,0,-1,2,1
200501EO40880,1,1,1,1,29,6,3,0,0,0,0,-1,2,1
200501EO40881,1,1,1,1,19,4,3,0,0,0,0,-1,1,1
200501EO40882,2,1,1,2,28,6,3,0,0,0,0,-1,1,1
200501EO40883,1,1,2,2,44,7,3,0,0,0,0,-1,19,1
200501EO40884,1,1,3,2,68,10,2,6,9,0,0,-1,0,1
200501EO40885,1,1,3,1,54,8,2,1,1,0,0,-1,0,1
200501EO40886,1,1,1,2,26,6,3,0,0,0,0,-1,2,-1
200501EO40887,1,1,1,1,30,6,3,0,0,0,0,-1,1,1
200501EO40888,2,1,1,1,35,6,3,0,0,0,0,-1,1,1
200501EO40889,2,1,1,1,28,6,2,0,0,0,0,-1,2,1
200501EO40890,1,1,3,2,19,4,3,1,3,0,0,-1,0,1
200501EO40891,1,1,1,1,55,8,3,0,0,0,0,-1,1,1
200501EO40892,2,1,1,2,29,6,2,0,0,0,0,-1,1,1
200501EO40893,1,1,1,1,30,6,3,0,0,0,0,-1,1,1
200501EO40894,1,1,3,2,36,7,2,10,9,0,0,-1,0,1
200501EO40895,1,1,1,1,15,3,3,0,0,0,0,-1,1,-1
200501EO40896,1,1,1,1,30,6,3,0,0,0,0,-1,1,1
200501EO40897,1,1,3,1,43,7,3,1,3,0,0,-1,0,-1
200501EO40899,1,1,1,1,54,8,3,0,0,0,0,-1,5,1
200501EO40900,1,1,1,1,57,9,3,0,0,0,0,-1,9,1
200501EO40901,1,1,1,1,41,7,3,0,0,0,0,-1,3,1
200501EO40902,1,1,2,2,87,11,2,0,0,0,2,-1,11,-1
200501EO40904,1,1,1,1,30,6,3,0,0,0,0,-1,1,1
200501EO40905,2,1,1,1,32,6,3,0,0,0,0,-1,3,1
200501EO40906,2,1,1,1,32,6,3,0,0,0,0,-1,8,-1
200501EO40907,1,1,1,1,26,6,2,0,0,0,0,-1,9,1
200501EO40907,2,2,1,2,24,5,2,0,0,0,0,-1,9,1
200501EO40908,2,1,1,1,30,6,3,0,0,0,0,-1,5,-1
200501EO40908,2,2,2,2,28,6,3,0,0,0,0,-1,5,-1
200501EO40909,1,1,1,1,23,5,3,0,0,0,0,-1,4,1
200501EO40910,2,1,1,1,32,6,3,0,0,0,0,-1,1,-1
200501EO40911,1,1,2,2,58,9,3,0,0,0,2,-1,11,-1
200501EO40912,1,1,2,2,65,9,3,0,0,1,0,-1,9,1
200501EO40913,1,1,1,1,45,7,3,0,0,0,0,-1,1,1
200501EO40914,1,1,1,1,17,4,2,0,0,0,0,-1,2,1
200501EO40915,1,1,2,2,38,7,3,0,0,1,0,-1,9,1
200501EO40916,2,1,2,2,49,8,3,0,0,1,0,-1,9,1
200501EO40917,1,1,1,1,27,6,3,0,0,0,0,-1,2,1
200501EO40918,1,1,3,1,23,5,3,9,9,0,0,-1,0,-1
200501EO40919,1,1,1,1,26,6,3,0,0,0,0,-1,5,1
200501EO40920,1,1,2,2,83,11,3,0,0,0,3,-1,11,1
200501EO40921,1,1,3,2,21,5,3,1,1,0,0,-1,0,1
200501EO40922,1,1,3,1,26,6,2,5,3,0,0,-1,0,-1
200501EO40923,1,1,3,1,-1,-1,3,4,3,0,0,-1,0,1
200501EO40924,1,1,3,2,28,6,2,8,9,0,0,-1,0,-1
200501EO40925,2,1,1,1,23,5,3,0,0,0,0,-1,4,1
200501EO40926,1,1,1,1,36,7,3,0,0,0,0,-1,1,1
200501EO40927,1,1,1,1,73,10,3,0,0,0,0,-1,3,1
200501EO40928,1,1,1,1,75,10,3,0,0,0,0,-1,9,1
200501EO40929,1,1,1,1,32,6,2,0,0,0,0,-1,5,2
200501EO40930,2,1,1,1,12,3,3,0,0,0,0,-1,1,-1
200501EO40931,1,1,1,2,31,6,3,0,0,0,0,-1,1,1
200501EO40933,2,1,1,1,31,6,2,0,0,0,0,-1,3,1
200501EO40934,1,1,3,1,34,6,3,10,9,0,0,-1,0,-1
200501EO40935,1,1,1,1,-1,-1,3,0,0,0,0,-1,5,-1
200501EO40935,2,2,1,1,32,6,3,0,0,0,0,-1,5,-1
200501EO40936,1,1,1,1,37,7,3,0,0,0,0,-1,1,1
200501EO40937,2,1,1,1,43,7,3,0,0,0,0,-1,1,1
200501EO40938,1,1,1,1,28,6,3,0,0,0,0,-1,3,1
200501EO40939,1,1,3,2,18,4,3,4,2,0,0,-1,0,1
200501EO40940,1,1,1,1,27,6,3,0,0,0,0,-1,2,1
200501EO40941,1,1,3,2,-1,-1,3,5,2,0,0,-1,0,-1
200501EO40942,1,1,1,1,31,6,3,0,0,0,0,-1,5,1
200501EO40943,1,1,3,2,35,6,3,9,9,0,0,-1,0,-1
200501EO40944,1,1,3,2,14,3,3,10,9,0,0,-1,0,1
200501EO40945,1,1,1,1,20,4,3,0,0,0,0,-1,3,1
200501EO40945,2,2,1,2,25,5,3,0,0,0,0,-1,1,1
200501EO40946,1,1,1,1,39,7,3,0,0,0,0,-1,1,1
200501EO40947,1,1,1,1,33,6,3,0,0,0,0,-1,20,1
200501EO40948,2,1,1,2,26,6,3,0,0,0,0,-1,9,1
200501EO40949,1,1,3,2,24,5,3,1,1,0,0,-1,0,1
200501EO40950,1,1,1,1,49,8,3,0,0,0,0,-1,20,1
200501EO40951,1,1,3,1,8,2,3,10,9,0,0,-1,0,-1
200501EO40952,2,1,1,2,21,5,3,0,0,0,0,-1,9,-1
200501EO40953,1,1,1,1,42,7,3,0,0,0,0,-1,8,-1
200501EO40953,2,2,1,2,33,6,3,0,0,0,0,-1,9,1
200501EO40954,1,1,1,1,61,9,3,0,0,0,0,-1,3,1
200501EO40955,1,1,2,2,19,4,3,0,0,0,0,-1,19,1
200501EO40957,1,1,3,1,23,5,3,5,1,0,0,-1,0,1
200501EO40958,1,1,1,1,31,6,3,0,0,0,0,-1,9,1
200501EO40960,2,1,1,1,46,8,3,0,0,0,0,-1,5,1
200501EO40961,1,1,1,2,47,8,3,0,0,0,0,-1,9,1
200501EO40963,1,1,3,2,35,6,3,5,1,0,0,-1,0,-1
200501EO40964,2,1,1,1,36,7,3,0,0,0,0,-1,1,1
200501EO40965,1,1,1,2,26,6,3,0,0,0,0,-1,1,1
200501EO40966,1,1,1,1,22,5,3,0,0,0,0,-1,19,1
200501EO40966,1,2,2,1,29,6,3,0,0,0,0,-1,19,1
200501EO40967,2,1,1,1,52,8,3,0,0,0,0,-1,9,1
200501EO40968,1,1,1,1,39,7,3,0,0,0,0,-1,1,1
200501EO40969,1,1,2,1,33,6,3,0,0,2,0,-1,8,1
200501EO40969,1,2,2,2,-1,-1,3,0,0,2,0,-1,8,-1
200501EO40970,1,1,1,1,45,7,3,0,0,0,0,-1,5,1
200501EO40970,1,2,3,2,-1,-1,3,5,1,0,0,-1,0,-1
200501EO40971,1,1,1,1,42,7,3,0,0,0,0,-1,3,1
200501EO40972,1,1,1,1,18,4,3,0,0,0,0,-1,3,1
200501EO40973,1,1,1,1,25,5,3,0,0,0,0,-1,1,1
200501EO40975,1,1,1,1,27,6,2,0,0,0,0,-1,4,1
200501EO40975,1,2,3,2,23,5,2,9,9,0,0,-1,0,1
200501EO40975,1,3,2,2,23,5,3,0,0,0,0,-1,4,1
200501EO40976,1,1,1,1,43,7,3,0,0,0,0,-1,9,1
200501EO40977,2,1,1,1,22,5,3,0,0,0,0,-1,1,1
200501EO40978,1,1,1,1,35,6,3,0,0,0,0,-1,1,-1
200501EO40980,2,1,1,1,41,7,2,0,0,0,0,-1,3,1
200501EO40981,1,1,3,2,52,8,2,5,1,0,0,-1,0,-1
200501EO40982,1,1,1,2,31,6,3,0,0,0,0,-1,1,1
200501EO40983,1,1,3,2,60,9,3,5,2,0,0,-1,0,1
200501EO40984,2,1,1,1,24,5,3,0,0,0,0,-1,5,1
200501EO40985,1,1,1,1,23,5,3,0,0,0,0,-1,9,1
200501EO40985,2,2,1,1,38,7,3,0,0,0,0,-1,9,1
200501EO40986,1,1,3,2,75,10,2,1,2,0,0,-1,0,1
200501EO40987,2,1,2,1,24,5,2,0,0,0,0,-1,3,-1
200501EO40987,2,2,1,1,23,5,2,0,0,0,0,-1,3,-1
200501EO40988,1,1,3,2,35,6,3,10,9,0,0,-1,0,1
200501EO40989,1,1,3,1,70,10,3,1,1,0,0,-1,0,1
200501EO40990,1,1,3,1,79,11,3,4,3,0,0,-1,0,1
200501EO40991,1,1,3,1,20,4,3,4,1,0,0,-1,0,1
200501EO40991,1,2,1,2,42,7,3,0,0,0,0,-1,11,-1
200501EO40992,1,1,1,1,31,6,3,0,0,0,0,-1,3,1
200501EO40993,1,1,3,1,18,4,3,5,1,0,0,-1,0,-1
200501EO40994,1,1,3,2,37,7,2,1,3,0,0,-1,0,1
200501EO40995,3,1,1,2,32,6,3,0,0,0,0,-1,5,1
200501EO40996,2,1,1,1,25,5,3,0,0,0,0,-1,5,-1
200501EO40997,1,1,1,2,27,6,3,0,0,0,0,-1,3,-1
200501EO40998,1,1,1,1,48,8,3,0,0,0,0,-1,5,1
200501EO41000,2,1,1,2,33,6,3,0,0,0,0,-1,1,1
200501EO41001,1,1,1,1,39,7,3,0,0,0,0,-1,3,1
200501EO41002,1,1,2,1,35,6,3,0,0,0,0,-1,90,1
200501EO41003,2,1,1,1,23,5,3,0,0,0,0,-1,9,1
200501EO41004,1,1,3,1,-1,-1,3,1,1,0,0,-1,0,1
200501EO41005,1,1,1,1,48,8,3,0,0,0,0,-1,8,-1
200501EO41006,2,1,2,2,16,4,3,0,0,0,0,-1,9,1
200501EO41007,1,1,1,2,26,6,3,0,0,0,0,-1,1,1
200501EO41008,1,1,3,2,26,6,3,5,9,0,0,-1,0,1
200501EO41009,1,1,3,2,4,1,3,1,1,0,0,-1,0,1
200501EO41010,2,1,1,1,37,7,2,0,0,0,0,-1,1,1
200501EO41011,1,1,1,2,44,7,3,0,0,0,0,-1,1,1
200501EO41011,2,2,1,1,32,6,3,0,0,0,0,-1,1,1
200501EO41012,1,1,1,1,37,7,3,0,0,0,0,-1,1,1
200501EO41013,1,1,3,2,45,7,3,1,1,0,0,-1,0,-1
200501EO41014,1,1,2,2,45,7,3,0,0,0,4,-1,11,1
200501EO41015,1,1,1,2,29,6,3,0,0,0,0,-1,9,1
200501EO41016,1,1,3,2,80,11,3,10,9,0,0,-1,0,1
200501EO41018,2,1,2,2,33,6,3,0,0,1,0,-1,9,-1
200501EO41019,1,1,3,1,20,4,3,9,5,0,0,-1,0,1
200501EO41020,1,1,2,2,96,11,2,0,0,2,0,-1,8,-1
200501EO41021,1,1,1,2,19,4,3,0,0,0,0,-1,9,1
200501EO41022,2,1,1,1,23,5,3,0,0,0,0,-1,9,1
200501EO41023,2,1,1,1,39,7,2,0,0,0,0,-1,3,1
200501EO41024,1,1,1,2,75,10,3,0,0,0,0,-1,9,1
200501EO41025,2,1,1,1,31,6,3,0,0,0,0,-1,5,1
200501EO41026,1,1,3,1,20,4,2,4,3,0,0,-1,0,-1
200501EO41027,1,1,1,1,16,4,2,0,0,0,0,-1,2,1
200501EO41028,1,1,1,1,-1,-1,3,0,0,0,0,-1,9,-1
200501EO41028,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501EO41029,2,1,1,1,-1,-1,3,0,0,0,0,-1,1,-1
200501EO41030,1,1,1,1,19,4,3,0,0,0,0,-1,9,1
200501EO41031,1,1,1,1,20,4,3,0,0,0,0,-1,1,1
200501EO41032,1,1,1,1,40,7,3,0,0,0,0,-1,9,1
200501EO41033,1,1,1,1,30,6,3,0,0,0,0,-1,1,1
200501EO41034,1,1,1,2,46,8,3,0,0,0,0,-1,1,1
200501EO41036,2,1,2,2,34,6,3,0,0,2,0,-1,8,1
200501EO41037,2,1,1,1,48,8,3,0,0,0,0,-1,1,1
200501EO41038,2,1,1,2,39,7,3,0,0,0,0,-1,1,-1
200501EO41039,2,1,1,1,17,4,3,0,0,0,0,-1,2,-1
200501EO41040,1,1,2,1,19,4,3,0,0,1,0,-1,9,1
200501EO41041,1,1,3,2,50,8,3,1,3,0,0,-1,0,-1
200501EO41041,1,2,1,1,23,5,3,0,0,0,0,-1,5,-1
200501EO41042,1,1,3,1,47,8,3,1,1,0,0,-1,0,1
200501EO41043,1,1,1,1,32,6,3,0,0,0,0,-1,5,2
200501EO41044,2,1,1,1,45,7,3,0,0,0,0,-1,1,-1
200501EO41045,2,1,1,1,21,5,3,0,0,0,0,-1,1,1
200501EO41046,1,1,1,2,43,7,3,0,0,0,0,-1,9,-1
200501EO41047,1,1,3,1,25,5,3,4,1,0,0,-1,0,-1
200501EO41048,1,1,3,2,12,3,3,5,3,0,0,-1,0,1
200501EO41049,3,1,1,1,29,6,3,0,0,0,0,-1,1,-1
200501EO41050,1,1,1,2,52,8,2,0,0,0,0,-1,9,1
200501EO41051,1,1,2,2,37,7,3,0,0,0,0,-1,5,1
200501EO41052,1,1,3,2,13,3,3,1,1,0,0,-1,0,1
200501EO41053,1,1,1,2,35,6,3,0,0,0,0,-1,9,1
200501EO41054,1,1,1,1,57,9,3,0,0,0,0,-1,4,1
200501EO41055,1,1,3,1,24,5,3,1,3,0,0,-1,0,1
200501EO41056,1,1,1,1,31,6,3,0,0,0,0,-1,2,1
200501EO41056,1,2,3,2,21,5,3,5,1,0,0,-1,0,1
200501EO41057,1,1,1,1,42,7,3,0,0,0,0,-1,3,1
200501EO41058,1,1,3,1,47,8,3,4,1,0,0,-1,0,-1
200501EO41059,1,1,3,1,16,4,3,5,1,0,0,-1,0,1
200501EO41060,1,1,3,1,32,6,3,4,1,0,0,-1,0,1
200501EO41061,1,1,3,2,36,7,3,5,1,0,0,-1,0,1
200501EO41062,1,1,3,1,59,9,3,10,9,0,0,-1,0,1
200501EO41062,1,2,3,2,21,5,3,10,9,0,0,-1,0,-1
200501EO41063,1,1,2,2,72,10,3,0,0,0,3,-1,11,1
200501EO41064,1,1,3,1,53,8,3,1,1,0,0,-1,0,1
200501EO41065,1,1,2,1,40,7,3,0,0,0,3,-1,11,1
200501EO41065,1,2,2,1,30,6,3,0,0,0,3,-1,11,1
200501EO41066,1,1,1,2,29,6,3,0,0,0,0,-1,9,1
200501EO41068,1,1,1,1,40,7,3,0,0,0,0,-1,3,1
200501EO41069,2,1,1,1,47,8,3,0,0,0,0,-1,1,1
200501EO41070,2,1,1,1,33,6,3,0,0,0,0,-1,3,1
200501EO41071,1,1,1,2,18,4,3,0,0,0,0,-1,9,1
200501EO41071,2,2,1,1,49,8,3,0,0,0,0,-1,11,-1
200501EO41072,1,1,3,1,50,8,3,5,2,0,0,-1,0,1
200501EO41073,2,1,1,2,36,7,3,0,0,0,0,-1,9,1
200501EO41074,1,1,1,1,32,6,3,0,0,0,0,-1,4,-1
200501EO41074,2,2,1,1,32,6,3,0,0,0,0,-1,1,1
200501EO41075,2,1,1,1,26,6,3,0,0,0,0,-1,1,1
200501EO41076,2,1,1,2,41,7,3,0,0,0,0,-1,9,-1
200501EO41077,1,1,3,2,50,8,2,1,2,0,0,-1,0,1
200501EO41078,1,1,3,1,51,8,2,4,1,0,0,-1,0,1
200501EO41079,1,1,2,2,34,6,3,0,0,0,3,-1,11,1
200501EO41080,2,1,1,1,30,6,2,0,0,0,0,-1,1,1
200501EO41081,1,1,3,1,27,6,3,9,5,0,0,-1,0,1
200501EO41082,1,1,1,2,49,8,3,0,0,0,0,-1,9,1
200501EO41083,1,1,1,1,35,6,3,0,0,0,0,-1,9,1
200501EO41084,1,1,1,1,29,6,3,0,0,0,0,-1,5,1
200501EO41086,1,1,1,1,31,6,3,0,0,0,0,-1,5,-1
200501EO41087,1,1,1,2,25,5,2,0,0,0,0,-1,1,1
200501EO41087,2,2,1,2,58,9,3,0,0,0,0,-1,9,-1
200501EO41088,1,1,3,1,50,8,3,5,1,0,0,-1,0,1
200501EO41089,1,1,2,1,73,10,3,0,0,0,2,-1,11,1
200501EO41091,2,1,1,1,28,6,3,0,0,0,0,-1,1,-1
200501EO41092,1,1,2,1,17,4,3,0,0,0,0,-1,2,-1
200501EO41093,2,1,1,1,29,6,3,0,0,0,0,-1,1,1
200501EO41094,2,1,1,1,39,7,3,0,0,0,0,-1,3,-1
200501EO41095,1,1,3,2,30,6,3,5,9,0,0,-1,0,-1
200501EO41096,2,1,1,1,-1,-1,3,0,0,0,0,-1,2,-1
200501EO41097,2,1,1,1,37,7,3,0,0,0,0,-1,3,-1
200501EO41098,1,1,1,1,-1,-1,3,0,0,0,0,-1,9,-1
200501EO41098,1,2,2,1,-1,-1,3,0,0,1,0,-1,9,-1
200501EO41099,1,1,2,2,45,7,3,0,0,0,3,-1,11,-1
200501EO41100,2,1,1,1,44,7,2,0,0,0,0,-1,9,1
200501EO41101,1,1,2,1,12,3,3,0,0,0,2,-1,11,-1
200501EO41102,2,1,1,1,38,7,3,0,0,0,0,-1,3,1
200501EO41103,1,1,1,1,42,7,3,0,0,0,0,-1,5,1
200501EO41104,1,1,1,1,-1,-1,3,0,0,0,0,-1,1,-1
200501EO41105,1,1,1,1,45,7,3,0,0,0,0,-1,1,1
200501EO41106,1,1,2,1,25,5,3,0,0,0,0,-1,10,-1
200501EO41106,1,2,2,1,25,5,3,0,0,0,0,-1,10,1
200501EO41107,2,1,1,1,29,6,3,0,0,0,0,-1,3,-1
200501EO41108,1,1,1,1,19,4,2,0,0,0,0,-1,3,-1
200501EO41109,1,1,1,1,40,7,3,0,0,0,0,-1,3,1
200501EO41110,2,1,1,2,21,5,3,0,0,0,0,-1,1,1
200501EO41111,1,1,3,1,5,1,3,2,2,0,0,-1,0,-1
200501EO41112,1,1,1,1,37,7,3,0,0,0,0,-1,9,1
200501EO41114,1,1,1,1,21,5,3,0,0,0,0,-1,5,1
200501EO41114,1,2,2,1,22,5,3,0,0,0,0,-1,5,-1
200501EO41115,1,1,1,1,45,7,3,0,0,0,0,-1,1,1
200501EO41116,1,1,1,1,17,4,3,0,0,0,0,-1,3,1
200501EO41117,1,1,3,1,55,8,3,1,1,0,0,-1,0,1
200501EO41118,1,1,1,1,37,7,2,0,0,0,0,-1,3,1
200501EO41120,1,1,1,2,19,4,3,0,0,0,0,-1,9,-1
200501EO41121,1,1,2,1,78,11,2,0,0,0,1,-1,11,-1
200501EO41122,2,1,1,1,39,7,3,0,0,0,0,-1,3,1
200501EO41123,1,1,1,1,58,9,3,0,0,0,0,-1,9,1
200501EO41123,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501EO41124,2,1,2,2,23,5,3,0,0,2,0,-1,9,1
200501EO41125,1,1,1,1,28,6,3,0,0,0,0,-1,5,1
200501EO41126,1,1,3,1,21,5,3,9,7,0,0,-1,0,1
200501EO41127,1,1,1,1,43,7,3,0,0,0,0,-1,4,1
200501EO41129,1,1,3,1,12,3,3,1,1,0,0,-1,0,1
200501EO41130,1,1,3,2,39,7,2,1,3,0,0,-1,0,1
200501EO41131,1,1,2,1,7,2,3,0,0,1,0,-1,9,1
200501EO41132,2,1,1,1,37,7,3,0,0,0,0,-1,1,1
200501EO41133,1,1,1,1,30,6,3,0,0,0,0,-1,3,1
200501EO41134,1,1,1,1,17,4,2,0,0,0,0,-1,3,-1
200501EO41134,1,2,3,1,-1,-1,3,1,3,0,0,-1,0,-1
200501EO41135,1,1,3,2,14,3,3,1,9,0,0,-1,0,1
200501EO41136,1,1,3,1,18,4,3,1,1,0,0,-1,0,3
200501EO41137,1,1,1,1,43,7,3,0,0,0,0,-1,5,1
200501EO41138,1,1,2,2,53,8,3,0,0,0,3,-1,11,-1
200501EO41139,1,1,1,1,47,8,3,0,0,0,0,-1,5,-1
200501EO41139,2,2,1,1,33,6,3,0,0,0,0,-1,1,1
200501EO41140,1,1,1,1,57,9,3,0,0,0,0,-1,9,1
200501EO41141,1,1,1,1,50,8,3,0,0,0,0,-1,2,1
200501EO41142,2,1,1,2,33,6,3,0,0,0,0,-1,1,1
200501EO41143,1,1,3,1,26,6,3,5,3,0,0,-1,0,1
200501EO41144,1,1,1,1,21,5,3,0,0,0,0,-1,2,1
200501EO41145,1,1,3,1,15,3,3,5,2,0,0,-1,0,-1
200501EO41146,1,1,3,1,15,3,3,5,3,0,0,-1,0,1
200501EO41147,2,1,1,1,40,7,2,0,0,0,0,-1,1,3
200501EO41148,1,1,3,1,16,4,3,5,3,0,0,-1,0,1
200501EO41149,1,1,1,1,28,6,3,0,0,0,0,-1,3,1
200501EO41150,3,1,2,2,5,1,3,0,0,1,0,-1,9,1
200501EO41151,1,1,1,1,-1,-1,3,0,0,0,0,-1,1,1
200501EO41153,1,1,3,1,58,9,2,5,9,0,0,-1,0,1
200501EO41154,1,1,3,2,27,6,3,5,3,0,0,-1,0,1
200501EO41155,1,1,2,2,41,7,3,0,0,0,3,-1,11,1
200501EO41156,1,1,1,1,-1,-1,3,0,0,0,0,-1,1,-1
200501EO41157,1,1,1,1,47,8,3,0,0,0,0,-1,5,-1
200501EO41158,2,1,1,1,39,7,3,0,0,0,0,-1,1,-1
200501EO41159,2,1,1,1,52,8,3,0,0,0,0,-1,1,-1
200501EO41160,1,1,2,2,70,10,2,0,0,1,0,-1,9,1
200501EO41161,2,1,1,1,16,4,3,0,0,0,0,-1,1,1
200501EO41162,1,1,1,1,39,7,3,0,0,0,0,-1,9,-1
200501EO41163,1,1,3,1,32,6,3,9,9,0,0,-1,0,-1
200501EO41164,1,1,1,1,30,6,3,0,0,0,0,-1,5,1
200501EO41165,1,1,1,1,27,6,2,0,0,0,0,-1,5,1
200501EO41166,1,1,1,2,32,6,3,0,0,0,0,-1,1,1
200501EO41167,2,1,1,1,32,6,3,0,0,0,0,-1,1,1
200501EO41168,2,1,1,1,25,5,3,0,0,0,0,-1,1,1
200501EO41169,2,1,1,1,34,6,3,0,0,0,0,-1,1,1
200501EO41170,2,1,1,2,26,6,3,0,0,0,0,-1,1,1
200501EO41171,1,1,1,2,23,5,3,0,0,0,0,-1,3,1
200501EO41172,2,1,2,2,12,3,3,0,0,1,0,-1,9,-1
200501EO41173,2,1,1,1,22,5,3,0,0,0,0,-1,1,1
200501EO41174,1,1,3,1,23,5,3,1,3,0,0,-1,0,1
200501EO41175,1,1,3,1,28,6,3,5,9,0,0,-1,0,1
200501EO41176,1,1,3,2,40,7,3,5,1,0,0,-1,0,-1
200501EO41177,1,1,2,2,48,8,3,0,0,0,4,-1,11,1
200501EO41178,1,1,2,2,27,6,3,0,0,0,0,-1,3,1
200501EO41178,1,2,1,1,24,5,3,0,0,0,0,-1,3,1
200501EO41179,2,1,1,2,26,6,3,0,0,0,0,-1,1,1
200501EO41180,1,1,3,2,60,9,3,5,1,0,0,-1,0,-1
200501EO41181,2,1,2,1,18,4,3,0,0,0,0,-1,19,-1
200501EO41182,1,1,1,1,18,4,3,0,0,0,0,-1,1,2
200501EO41183,1,1,3,2,28,6,2,9,5,0,0,-1,0,1
200501EO41184,1,1,1,1,26,6,3,0,0,0,0,-1,5,1
200501EO41185,1,1,1,1,71,10,3,0,0,0,0,-1,9,1
200501EO41186,1,1,1,1,41,7,3,0,0,0,0,-1,9,-1
200501EO41187,1,1,1,2,21,5,3,0,0,0,0,-1,9,1
200501EO41188,1,1,1,1,40,7,2,0,0,0,0,-1,5,1
200501EO41189,1,1,1,1,31,6,3,0,0,0,0,-1,4,-1
200501EO41189,1,2,3,2,23,5,3,4,1,0,0,-1,0,-1
200501EO41190,2,1,1,2,-1,-1,3,0,0,0,0,-1,9,1
200501EO41191,1,1,1,1,23,5,3,0,0,0,0,-1,1,1
200501EO41192,1,1,2,2,22,5,3,0,0,0,2,-1,11,1
200501EO41193,1,1,3,1,25,5,3,1,1,0,0,-1,0,1
200501EO41195,1,1,3,2,27,6,3,5,4,0,0,-1,0,1
200501EO41196,1,1,1,1,24,5,3,0,0,0,0,-1,5,1
200501EO41196,1,2,3,1,-1,-1,3,5,1,0,0,-1,0,1
200501EO41197,1,1,3,2,21,5,3,1,9,0,0,-1,0,-1
200501EO41198,2,1,1,1,38,7,3,0,0,0,0,-1,2,1
200501EO41198,2,2,2,2,-1,-1,3,0,0,0,0,-1,2,1
200501EO41199,1,1,1,1,32,6,3,0,0,0,0,-1,5,-1
200501EO41200,2,1,2,2,30,6,3,0,0,1,0,-1,9,1
200501EO41201,1,1,1,1,17,4,3,0,0,0,0,-1,3,-1
200501EO41202,1,1,1,1,61,9,2,0,0,0,0,-1,1,1
200501EO41203,1,1,1,1,38,7,3,0,0,0,0,-1,9,1
200501EO41204,1,1,1,1,27,6,3,0,0,0,0,-1,9,1
200501EO41205,1,1,1,1,27,6,3,0,0,0,0,-1,1,1
200501EO41206,1,1,1,1,32,6,3,0,0,0,0,-1,1,-1
200501EO41207,1,1,1,2,34,6,3,0,0,0,0,-1,1,1
200501EO41208,1,1,3,1,60,9,3,10,9,0,0,-1,0,-1
200501EO41209,1,1,2,2,56,9,3,0,0,1,0,-1,9,1
200501EO41210,2,1,1,2,41,7,3,0,0,0,0,-1,9,1
200501EO41211,1,1,3,2,22,5,3,5,1,0,0,-1,0,-1
200501EO41212,1,1,3,1,-1,-1,3,10,9,0,0,-1,0,-1
200501EO41213,1,1,1,1,56,9,3,0,0,0,0,-1,9,1
200501EO41214,1,1,2,1,32,6,3,0,0,0,2,-1,11,-1
200501EO41215,1,1,3,2,22,5,2,4,1,0,0,-1,0,1
200501EO41216,1,1,2,1,54,8,3,0,0,0,3,-1,11,1
200501EO41217,1,1,1,2,39,7,3,0,0,0,0,-1,9,1
