Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
200501KD50729,1,1,3,1,11,3,2,5,4,0,0,-1,0,1
200501KD50732,1,1,3,2,14,3,3,4,3,0,0,-1,0,1
200501KD50734,1,1,1,2,32,6,3,0,0,0,0,-1,9,3
200501KD50734,1,2,2,2,8,2,3,0,0,2,0,-1,9,3
200501KD50735,1,1,1,1,63,9,3,0,0,0,0,-1,9,1
200501KD50735,1,2,2,2,61,9,3,0,0,1,0,-1,9,-1
200501KD50736,1,1,2,2,50,8,3,0,0,1,0,-1,9,1
200501KD50736,2,2,1,2,46,8,3,0,0,0,0,-1,9,1
200501KD50736,2,3,2,1,51,8,3,0,0,2,0,-1,9,1
200501KD50737,1,1,1,1,31,6,3,0,0,0,0,-1,9,1
200501KD50737,1,2,2,2,26,6,3,0,0,1,0,-1,9,-1
200501KD50738,1,1,1,1,42,7,3,0,0,0,0,-1,9,1
200501KD50738,1,2,2,2,4,1,3,0,0,2,0,-1,9,1
200501KD50739,1,1,1,2,50,8,3,0,0,0,0,-1,9,1
200501KD50744,1,1,1,2,30,6,3,0,0,0,0,-1,9,1
200501KD50744,1,2,2,1,-1,-1,3,0,0,1,0,-1,9,-1
200501KD50745,1,1,1,2,19,4,3,0,0,0,0,-1,9,1
200501KD50745,1,2,2,2,21,5,3,0,0,1,0,-1,9,1
200501KD50746,1,1,1,2,25,5,3,0,0,0,0,-1,9,1
200501KD50747,1,1,3,1,88,11,3,5,1,0,0,-1,0,1
200501KD50748,1,1,1,2,38,7,3,0,0,0,0,-1,9,1
200501KD50749,2,1,1,1,52,8,3,0,0,0,0,-1,5,1
200501KD50750,1,1,1,1,49,8,3,0,0,0,0,-1,9,1
200501KD50751,1,1,1,1,59,9,3,0,0,0,0,-1,9,1
200501KD50752,2,1,1,1,27,6,3,0,0,0,0,-1,9,1
200501KD50753,2,1,1,1,48,8,3,0,0,0,0,-1,9,1
200501KD50753,2,2,2,2,14,3,3,0,0,1,0,-1,9,1
200501KD50754,2,1,2,2,50,8,2,0,0,1,0,-1,9,-1
200501KD50757,1,1,2,2,64,9,3,0,0,2,0,-1,9,1
200501KD50758,1,1,3,1,70,10,3,10,9,0,0,-1,0,1
200501KD50760,1,1,3,2,11,3,3,1,3,0,0,-1,0,1
200501KD50762,1,1,3,2,14,3,3,5,1,0,0,-1,0,-1
200501KD50764,1,1,3,2,12,3,3,10,9,0,0,-1,0,1
200501KD50766,1,1,1,2,19,4,3,0,0,0,0,-1,9,1
200501KD50767,1,1,1,2,38,7,3,0,0,0,0,-1,9,1
200501KD50767,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501KD50767,1,3,2,2,-1,-1,3,0,0,2,0,-1,9,-1
200501KD50768,1,1,3,1,15,3,2,5,1,0,0,-1,0,1
200501KD50769,1,1,1,1,71,10,3,0,0,0,0,-1,9,1
200501KD50770,1,1,1,1,35,6,3,0,0,0,0,-1,9,1
200501KD50771,1,1,1,1,20,4,3,0,0,0,0,-1,9,1
200501KD50771,1,2,2,2,26,6,3,0,0,1,0,-1,9,1
200501KD50772,1,1,3,1,12,3,2,5,1,0,0,-1,0,1
200501KD50774,1,1,2,2,-1,-1,3,0,0,2,0,-1,9,-1
200501KD50776,1,1,1,1,53,8,3,0,0,0,0,-1,1,1
200501KD50777,1,1,1,1,74,10,3,0,0,0,0,-1,9,3
200501KD50778,2,1,1,2,25,5,3,0,0,0,0,-1,9,1
200501KD50778,3,2,2,2,19,4,3,0,0,1,0,-1,9,1
200501KD59002,1,1,1,2,49,8,3,0,0,0,0,-1,9,1
200501KD59002,2,2,1,1,45,7,3,0,0,0,0,-1,19,1
200501KD59002,2,3,2,1,7,2,3,0,0,0,0,-1,19,1
200501KD59002,2,4,2,2,11,3,3,0,0,0,0,-1,19,1
200501KD59003,2,1,2,2,49,8,3,0,0,1,0,-1,9,-1
200501KD59004,2,1,1,1,36,7,3,0,0,0,0,-1,9,1
200501KD59005,1,1,1,1,27,6,3,0,0,0,0,-1,19,-1
200501KD59005,2,2,1,1,35,6,3,0,0,0,0,-1,9,1
200501KD59006,1,1,1,1,26,6,2,0,0,0,0,-1,9,1
200501KD59010,2,1,1,2,40,7,3,0,0,0,0,-1,9,-1
200501KD59014,1,1,1,1,37,7,3,0,0,0,0,-1,5,1
200501KD59030,1,1,1,1,39,7,3,0,0,0,0,-1,9,1
200501KD59063,2,1,1,1,24,5,3,0,0,0,0,-1,19,1
200501KD59093,1,1,1,2,20,4,3,0,0,0,0,-1,9,1
200501KD59094,1,1,1,2,54,8,3,0,0,0,0,-1,9,1
200501KD59094,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501KD59094,1,3,2,2,-1,-1,3,0,0,2,0,-1,9,-1
200501KD59095,1,1,3,2,13,3,3,5,2,0,0,-1,0,1
200501KD59096,1,1,1,1,59,9,3,0,0,0,0,-1,9,1
200501KD59096,2,2,1,1,18,4,3,0,0,0,0,-1,9,1
200501KD59103,2,1,1,2,-1,-1,3,0,0,0,0,-1,9,1
200501KD59112,1,1,1,1,30,6,3,0,0,0,0,-1,9,1
200501KD59113,1,1,1,1,36,7,3,0,0,0,0,-1,8,1
200501KD59153,1,1,1,1,58,9,3,0,0,0,0,-1,1,1
200501KF60001,1,1,1,1,19,4,3,0,0,0,0,-1,9,1
200501KF60003,2,1,1,1,19,4,3,0,0,0,0,-1,9,-1
200501KF60011,2,1,1,1,-1,-1,3,0,0,0,0,-1,20,-1
200501KF60011,2,2,2,1,15,3,3,0,0,0,0,-1,20,1
200501KF60011,2,3,3,1,-1,-1,3,9,5,0,0,-1,0,-1
200501KF60012,1,1,1,1,19,4,3,0,0,0,0,-1,9,1
200501KF60014,2,1,1,1,31,6,3,0,0,0,0,-1,2,1
200501KF60015,1,1,3,1,6,2,3,5,1,0,0,-1,0,1
200501KF60016,1,1,1,1,46,8,3,0,0,0,0,-1,9,1
200501KF60017,1,1,1,2,32,6,3,0,0,0,0,-1,9,1
200501KF60018,1,1,1,1,24,5,3,0,0,0,0,-1,5,1
200501KF60019,1,1,1,1,36,7,3,0,0,0,0,-1,9,1
200501KF60019,2,2,1,2,64,9,3,0,0,0,0,-1,9,1
200501KF60020,1,1,1,1,32,6,3,0,0,0,0,-1,1,1
200501KF60021,1,1,3,2,46,8,3,4,1,0,0,-1,0,1
200501KF60024,2,1,1,1,43,7,3,0,0,0,0,-1,9,-1
200501KF60025,1,1,1,2,30,6,3,0,0,0,0,-1,9,-1
200501KF60025,1,2,2,1,30,6,3,0,0,1,0,-1,9,-1
200501KF60025,2,3,2,1,38,7,3,0,0,1,0,-1,9,-1
200501KF60025,2,4,2,1,-1,-1,3,0,0,2,0,-1,9,-1
200501KF60025,2,5,2,2,22,5,3,0,0,2,0,-1,9,-1
200501KF60027,1,1,1,1,18,4,3,0,0,0,0,-1,3,1
200501KF60028,1,1,2,1,25,5,3,0,0,1,0,-1,9,1
200501KF60028,1,2,2,1,26,6,3,0,0,2,0,-1,9,1
200501KF60029,1,1,1,1,38,7,3,0,0,0,0,-1,9,1
200501KF60030,1,1,3,1,10,2,3,5,1,0,0,-1,0,1
200501KF60031,2,1,1,1,-1,-1,3,0,0,0,0,-1,9,1
200501KF60032,2,1,1,1,23,5,3,0,0,0,0,-1,1,1
200501KF60033,1,1,1,2,44,7,3,0,0,0,0,-1,9,1
200501KF60034,1,1,1,1,60,9,3,0,0,0,0,-1,19,2
200501KF60039,1,1,2,2,39,7,3,0,0,0,3,-1,11,1
200501KF60040,1,1,1,1,36,7,3,0,0,0,0,-1,9,-1
200501KF60041,1,1,1,1,54,8,3,0,0,0,0,-1,21,1
200501KF60042,1,1,1,2,31,6,3,0,0,0,0,-1,9,1
200501KF60043,2,1,1,2,37,7,3,0,0,0,0,-1,4,1
200501KF60046,1,1,3,2,11,3,3,6,9,0,0,-1,0,-1
200501KF60047,2,1,1,1,21,5,3,0,0,0,0,-1,3,1
200501KF60048,1,1,2,2,50,8,3,0,0,0,4,-1,11,1
200501KF60049,1,2,1,1,30,6,3,0,0,0,0,-1,9,1
200501KF60049,2,1,1,1,18,4,2,0,0,0,0,-1,9,1
200501KF60050,1,1,1,1,80,11,2,0,0,0,0,-1,9,-1
200501KF60051,2,1,1,1,34,6,2,0,0,0,0,-1,9,1
200501KF60052,1,1,3,1,-1,-1,3,9,5,0,0,-1,0,-1
200501KF60054,1,1,1,1,22,5,3,0,0,0,0,-1,9,1
200501KF60056,1,1,1,2,35,6,3,0,0,0,0,-1,9,1
200501KF60057,2,1,1,2,47,8,2,0,0,0,0,-1,1,1
200501KF60058,1,1,2,1,33,6,3,0,0,0,4,-1,11,1
200501KF60059,1,1,3,2,28,6,3,1,1,0,0,-1,0,1
200501KF60059,1,2,3,1,16,4,3,1,1,0,0,-1,0,-1
200501KF60060,2,1,1,1,-1,-1,3,0,0,0,0,-1,3,1
200501KF60062,2,1,1,2,-1,-1,3,0,0,0,0,-1,9,2
200501KF60062,2,2,2,1,-1,-1,3,0,0,1,0,-1,9,2
200501KF60063,1,1,1,2,44,7,3,0,0,0,0,-1,9,1
200501KF60064,1,1,1,2,46,8,3,0,0,0,0,-1,9,1
200501KF60064,1,2,2,1,-1,-1,3,0,0,1,0,-1,9,-1
200501KF60064,1,3,2,1,-1,-1,3,0,0,2,0,-1,9,-1
200501KF60065,1,1,3,2,73,10,3,5,3,0,0,-1,0,-1
200501KF60066,1,1,2,2,18,4,3,0,0,1,0,-1,9,1
200501KF60067,1,1,3,1,35,6,3,1,1,0,0,-1,0,1
200501KF60068,2,1,1,1,54,8,3,0,0,0,0,-1,9,-1
200501KF60069,1,1,3,1,73,10,2,5,3,0,0,-1,0,-1
200501KF60070,1,1,1,1,34,6,3,0,0,0,0,-1,21,1
200501KF60070,2,2,1,1,77,11,3,0,0,0,0,-1,21,1
200501KF60071,1,1,3,1,42,7,3,5,3,0,0,-1,0,1
200501KF60072,1,1,3,1,45,7,3,5,1,0,0,-1,0,1
200501KF60073,1,1,2,1,24,5,3,0,0,2,0,-1,9,-1
200501KF60074,1,1,1,1,32,6,3,0,0,0,0,-1,4,1
200501KF60074,2,2,1,1,18,4,3,0,0,0,0,-1,9,1
200501KF60076,1,1,1,1,28,6,3,0,0,0,0,-1,5,1
200501KF60077,1,1,2,2,31,6,3,0,0,2,0,-1,9,1
200501KF60078,1,1,1,1,37,7,3,0,0,0,0,-1,9,1
200501KF60079,1,1,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501KF60080,1,1,1,2,23,5,3,0,0,0,0,-1,9,1
200501KF60082,1,1,1,1,19,4,3,0,0,0,0,-1,1,1
200501KF60084,1,1,2,2,87,11,3,0,0,0,1,-1,11,1
200501KF60085,1,1,3,2,62,9,3,9,8,0,0,-1,0,1
200501KF60086,2,1,2,1,35,6,3,0,0,1,0,-1,9,1
200501KF60087,1,1,2,2,24,5,3,0,0,0,3,-1,11,-1
200501KF60088,1,1,1,1,32,6,3,0,0,0,0,-1,9,1
200501KF60088,2,2,1,1,64,9,3,0,0,0,0,-1,9,1
200501KF60089,1,1,1,1,32,6,3,0,0,0,0,-1,9,-1
200501KF60090,1,1,2,2,40,7,3,0,0,1,0,-1,9,-1
200501KF60091,1,1,3,1,39,7,3,5,1,0,0,-1,0,1
200501KF60092,1,1,3,1,9,2,3,5,3,0,0,-1,0,1
200501KF60093,1,1,3,2,42,7,3,1,3,0,0,-1,0,1
200501KF60094,1,1,3,2,9,2,3,4,1,0,0,-1,0,-1
200501KF60094,1,2,3,1,7,2,3,4,1,0,0,-1,0,-1
200501KF60095,1,1,3,1,19,4,3,4,1,0,0,-1,0,-1
200501KF60096,1,1,1,1,22,5,3,0,0,0,0,-1,3,1
200501KF60097,2,1,1,1,28,6,3,0,0,0,0,-1,1,1
200501KF60098,1,1,1,2,27,6,3,0,0,0,0,-1,9,1
200501KF60101,1,1,1,2,34,6,2,0,0,0,0,-1,1,1
200501KF60102,1,1,1,1,24,5,3,0,0,0,0,-1,5,1
200501KF60103,1,1,1,1,28,6,3,0,0,0,0,-1,9,1
200501KF60104,1,1,3,1,11,3,3,1,1,0,0,-1,0,1
200501KF60105,2,1,1,1,67,10,3,0,0,0,0,-1,1,1
200501KF60107,1,1,1,1,39,7,3,0,0,0,0,-1,4,1
200501KF60108,1,1,3,2,-1,-1,3,5,1,0,0,-1,0,-1
200501KF60109,1,1,1,1,-1,-1,3,0,0,0,0,-1,9,-1
200501KF60110,1,1,1,2,19,4,3,0,0,0,0,-1,9,-1
200501KF60110,1,2,2,1,18,4,3,0,0,1,0,-1,9,1
200501KF60110,3,3,1,2,44,7,3,0,0,0,0,-1,9,-1
200501KF60111,2,1,1,2,25,5,3,0,0,0,0,-1,9,-1
200501KF60113,1,1,3,2,14,3,3,1,1,0,0,-1,0,1
200501KF60114,1,1,1,2,60,9,3,0,0,0,0,-1,9,1
200501KF60114,2,2,1,1,23,5,3,0,0,0,0,-1,9,-1
200501KF60115,1,1,1,1,40,7,3,0,0,0,0,-1,9,1
200501KF60116,1,1,3,2,62,9,3,4,1,0,0,-1,0,3
200501KF60117,1,1,3,2,12,3,3,1,1,0,0,-1,0,1
200501KF60118,2,1,1,2,51,8,3,0,0,0,0,-1,9,-1
200501KF60119,1,1,2,2,74,10,3,0,0,0,3,-1,11,1
200501KF60120,1,1,2,1,45,7,3,0,0,1,0,-1,9,1
200501KF60121,1,2,2,1,26,6,3,0,0,1,0,-1,9,1
200501KF60121,2,1,1,1,41,7,3,0,0,0,0,-1,9,1
200501KF60122,1,1,3,2,42,7,3,1,1,0,0,-1,0,1
200501KF60123,1,1,1,1,32,6,3,0,0,0,0,-1,9,1
200501KF60124,1,1,1,1,43,7,3,0,0,0,0,-1,9,1
200501KF60125,1,1,3,2,34,6,3,1,3,0,0,-1,0,1
200501KF60126,1,1,1,1,22,5,3,0,0,0,0,-1,9,1
200501KF60127,1,1,2,2,22,5,3,0,0,1,0,-1,9,1
200501KF60128,2,1,1,1,26,6,3,0,0,0,0,-1,4,-1
200501KF60129,1,1,3,2,34,6,3,1,1,0,0,-1,0,1
200501KF60130,1,1,1,1,66,10,3,0,0,0,0,-1,9,2
200501KF60132,2,1,1,2,35,6,3,0,0,0,0,-1,9,1
200501KF60133,1,1,1,1,30,6,3,0,0,0,0,-1,9,1
200501KF60133,3,2,1,2,29,6,3,0,0,0,0,-1,9,1
200501KF60134,2,1,1,1,37,7,3,0,0,0,0,-1,9,1
200501KF60135,1,1,3,2,21,5,3,5,1,0,0,-1,0,1
200501KF60136,1,1,3,2,16,4,3,5,3,0,0,-1,0,-1
200501KF60137,1,1,1,1,38,7,3,0,0,0,0,-1,9,1
200501KF60138,1,1,1,1,32,6,3,0,0,0,0,-1,9,1
200501KF60139,1,1,1,2,41,7,3,0,0,0,0,-1,9,1
200501KF60140,1,1,1,1,45,7,3,0,0,0,0,-1,9,1
200501KF60146,2,1,2,1,36,7,3,0,0,1,0,-1,9,-1
200501KF60148,1,1,1,2,40,7,3,0,0,0,0,-1,9,1
200501KF60148,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501KF60149,1,1,1,1,31,6,3,0,0,0,0,-1,9,1
200501KF60150,1,1,1,2,38,7,3,0,0,0,0,-1,9,-1
200501KF60150,1,2,2,2,10,2,3,0,0,1,0,-1,9,-1
200501KF60151,1,1,2,2,29,6,3,0,0,1,0,-1,9,1
200501KF60152,1,1,2,2,60,9,3,0,0,0,1,-1,11,1
200501KF60153,1,1,1,1,51,8,3,0,0,0,0,-1,8,1
200501KF60154,1,1,1,1,26,6,3,0,0,0,0,-1,5,-1
200501KF60155,1,1,1,1,27,6,3,0,0,0,0,-1,9,1
200501KF60155,1,2,3,2,22,5,3,5,1,0,0,-1,0,1
200501KF60156,1,1,1,1,26,6,3,0,0,0,0,-1,9,1
200501KF60157,1,1,3,1,53,8,3,5,1,0,0,-1,0,1
200501KF60158,1,1,1,1,23,5,3,0,0,0,0,-1,5,1
200501KF60158,2,2,1,2,29,6,3,0,0,0,0,-1,9,1
200501KF60159,1,1,2,1,33,6,3,0,0,0,3,-1,11,1
200501KF60159,1,2,2,2,63,9,3,0,0,0,4,-1,11,-1
200501KF60160,2,1,1,2,18,4,3,0,0,0,0,-1,9,1
200501KF60161,2,1,1,1,32,6,3,0,0,0,0,-1,5,1
200501KF60162,2,1,1,2,37,7,3,0,0,0,0,-1,9,1
200501KF60165,2,1,2,2,60,9,3,0,0,1,0,-1,9,1
200501KF60166,1,1,3,2,4,1,3,5,2,0,0,-1,0,-1
200501KF60167,1,1,3,2,19,4,3,5,1,0,0,-1,0,1
200501KF60168,1,1,1,1,47,8,3,0,0,0,0,-1,5,1
200501KF60169,1,1,1,1,48,8,3,0,0,0,0,-1,9,1
200501KF60169,2,2,1,1,33,6,3,0,0,0,0,-1,9,1
200501KF60170,1,1,3,1,6,2,3,5,1,0,0,-1,0,1
200501KF60171,1,1,1,1,42,7,3,0,0,0,0,-1,9,1
200501KF60172,2,1,1,1,23,5,3,0,0,0,0,-1,3,1
200501KF60173,1,1,2,2,75,10,3,0,0,0,4,-1,11,1
200501KF60174,1,1,3,1,34,6,2,5,1,0,0,-1,0,-1
200501KF60175,2,1,1,2,27,6,3,0,0,0,0,-1,9,1
200501KF60176,1,1,2,2,80,11,3,0,0,0,2,-1,11,-1
200501KF60177,1,1,2,2,28,6,3,0,0,1,0,-1,9,-1
200501KF60178,1,1,3,1,17,4,3,5,3,0,0,-1,0,1
200501KF60180,1,1,1,1,51,8,3,0,0,0,0,-1,9,1
200501KF60181,1,1,2,2,31,6,3,0,0,1,0,-1,9,1
200501KF60182,1,1,1,2,62,9,3,0,0,0,0,-1,9,1
200501KF60183,1,1,1,2,60,9,3,0,0,0,0,-1,9,1
200501KF60185,2,1,1,1,51,8,3,0,0,0,0,-1,9,1
200501KF60187,1,1,1,2,27,6,3,0,0,0,0,-1,9,1
200501KF60188,1,1,1,1,35,6,3,0,0,0,0,-1,9,1
200501KF60189,2,1,1,1,-1,-1,3,0,0,0,0,-1,1,-1
200501KF60190,1,1,3,2,14,3,3,4,2,0,0,-1,0,-1
200501KF60191,1,1,3,2,16,4,3,5,1,0,0,-1,0,1
200501KF60193,1,1,1,1,58,9,3,0,0,0,0,-1,8,1
200501KF60196,1,1,1,1,22,5,3,0,0,0,0,-1,9,-1
200501KF60198,1,1,2,2,-1,-1,3,0,0,0,0,-1,5,1
200501KF60199,1,1,1,1,66,10,3,0,0,0,0,-1,9,-1
200501KF60199,1,2,2,2,66,10,3,0,0,1,0,-1,9,-1
200501KF60200,2,1,1,2,38,7,3,0,0,0,0,-1,9,1
200501KF60201,1,1,3,1,48,8,3,5,1,0,0,-1,0,-1
200501KF60202,1,1,1,1,23,5,3,0,0,0,0,-1,9,1
200501KF60203,1,1,1,1,23,5,3,0,0,0,0,-1,9,1
200501KF60203,2,2,1,1,68,10,3,0,0,0,0,-1,9,1
200501KF60204,1,1,3,2,18,4,3,1,4,0,0,-1,0,1
200501KF60205,1,1,3,2,62,9,2,8,5,0,0,-1,0,1
200501KF60206,1,1,1,1,24,5,2,0,0,0,0,-1,2,1
200501KF60207,1,1,3,2,6,2,3,5,4,0,0,-1,0,-1
200501KF60208,2,1,1,1,22,5,3,0,0,0,0,-1,9,1
200501KF60209,1,1,1,2,22,5,3,0,0,0,0,-1,9,1
200501KF60210,1,1,1,2,24,5,3,0,0,0,0,-1,9,1
200501KF60211,1,1,2,1,-1,-1,3,0,0,1,0,-1,9,1
200501KF60212,1,1,1,2,49,8,3,0,0,0,0,-1,9,1
200501KF60213,1,1,1,2,45,7,3,0,0,0,0,-1,9,1
200501KF60213,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501KF60214,1,1,1,1,37,7,3,0,0,0,0,-1,3,-1
200501KF60215,1,1,1,2,34,6,3,0,0,0,0,-1,9,1
200501KF60216,1,1,1,1,18,4,3,0,0,0,0,-1,9,1
200501KF60217,1,1,1,1,34,6,3,0,0,0,0,-1,9,1
200501KF60219,1,1,1,1,34,6,3,0,0,0,0,-1,9,-1
200501KF60220,1,1,2,1,40,7,3,0,0,1,0,-1,9,-1
200501KF60222,1,1,1,2,25,5,3,0,0,0,0,-1,9,1
200501KF60223,1,1,1,2,31,6,3,0,0,0,0,-1,9,1
200501KF60224,1,1,1,1,26,6,3,0,0,0,0,-1,9,1
200501KF60225,1,1,1,2,36,7,3,0,0,0,0,-1,9,1
200501KF60226,1,1,1,1,35,6,3,0,0,0,0,-1,9,1
200501KF60227,1,1,1,1,76,11,3,0,0,0,0,-1,9,1
200501KF60229,1,1,3,1,8,2,3,5,3,0,0,-1,0,-1
200501KF60230,1,1,3,1,70,10,2,5,1,0,0,-1,0,1
200501KF60231,2,1,1,1,39,7,2,0,0,0,0,-1,3,1
200501KF60232,2,1,1,1,27,6,3,0,0,0,0,-1,9,1
200501KF60232,2,3,2,2,4,1,3,0,0,1,0,-1,9,-1
200501KF60232,3,2,1,1,58,9,3,0,0,0,0,-1,9,-1
200501KF60233,1,1,1,1,20,4,3,0,0,0,0,-1,9,1
200501KF60234,1,1,3,1,-1,-1,3,9,5,0,0,-1,0,-1
200501KF60235,1,1,2,2,57,9,3,0,0,0,4,-1,11,1
200501KF60235,1,2,2,2,34,6,3,0,0,0,4,-1,11,1
200501KF60236,1,1,3,2,39,7,3,8,5,0,0,-1,0,1
200501KF60237,1,1,3,2,44,7,3,9,5,0,0,-1,0,1
200501KF60238,1,1,3,1,3,1,3,5,2,0,0,-1,0,1
200501KF60239,1,1,1,1,27,6,3,0,0,0,0,-1,9,1
200501KF60240,1,1,3,1,30,6,2,5,4,0,0,-1,0,1
200501KF60241,1,1,2,2,57,9,3,0,0,2,0,-1,9,1
200501KF60242,2,1,1,1,11,3,2,0,0,0,0,-1,1,-1
200501KF60243,1,1,1,2,30,6,3,0,0,0,0,-1,9,1
200501KF60243,2,2,2,1,2,1,3,0,0,1,0,-1,9,-1
200501KF60244,1,1,1,1,39,7,3,0,0,0,0,-1,9,1
200501KF60245,1,1,2,2,27,6,3,0,0,0,4,-1,11,1
200501KF60246,1,1,3,2,4,1,2,1,1,0,0,-1,0,-1
200501KF60247,1,1,1,1,-1,-1,3,0,0,0,0,-1,3,1
200501KF60248,1,1,1,1,34,6,2,0,0,0,0,-1,5,1
200501KF60249,1,1,1,1,29,6,3,0,0,0,0,-1,9,1
200501KF60250,1,1,1,1,34,6,3,0,0,0,0,-1,9,1
200501KF60251,1,1,2,1,-1,-1,3,0,0,2,0,-1,9,-1
200501KF60251,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501KF60252,1,1,1,1,-1,-1,3,0,0,0,0,-1,9,-1
200501KF60252,1,2,2,1,-1,-1,3,0,0,1,0,-1,9,-1
200501KF60253,1,1,1,2,22,5,3,0,0,0,0,-1,9,1
200501KF60254,1,1,1,1,37,7,3,0,0,0,0,-1,9,1
200501KF60255,1,1,3,1,67,10,3,5,1,0,0,-1,0,-1
200501KF60256,1,1,1,1,27,6,3,0,0,0,0,-1,9,1
200501KF60257,1,1,1,1,27,6,3,0,0,0,0,-1,9,1
200501KF60258,1,1,1,1,43,7,3,0,0,0,0,-1,9,1
200501KF60259,1,1,3,2,-1,-1,3,5,1,0,0,-1,0,-1
200501KF60261,1,1,1,2,61,9,3,0,0,0,0,-1,9,-1
200501KF60262,1,1,3,2,33,6,3,4,1,0,0,-1,0,1
200501KF60263,1,1,1,1,34,6,3,0,0,0,0,-1,9,1
200501KF60264,1,1,1,1,49,8,3,0,0,0,0,-1,9,1
200501KF60264,1,2,2,2,41,7,3,0,0,2,0,-1,9,1
200501KF60264,2,3,2,2,28,6,3,0,0,1,0,-1,9,-1
200501KF60265,2,1,2,2,34,6,3,0,0,1,0,-1,9,-1
200501KF60266,1,1,3,1,3,1,3,5,2,0,0,-1,0,-1
200501KF60267,2,1,3,1,41,7,3,5,3,0,0,-1,0,-1
200501KF60268,1,1,2,2,40,7,3,0,0,1,0,-1,9,1
200501KF60269,1,1,1,2,30,6,3,0,0,0,0,-1,9,1
200501KF60270,1,1,2,2,-1,-1,3,0,0,1,0,-1,9,1
200501KF60271,2,1,1,1,57,9,3,0,0,0,0,-1,9,1
200501KF60272,2,1,1,1,23,5,3,0,0,0,0,-1,2,1
200501KF60273,4,1,1,2,31,6,3,0,0,0,0,-1,9,1
200501KF60274,1,1,2,2,27,6,3,0,0,1,0,-1,9,1
200501KF60274,2,2,1,1,37,7,3,0,0,0,0,-1,9,1
200501KF60275,1,1,3,2,14,3,3,1,1,0,0,-1,0,1
200501KF60276,1,1,3,1,11,3,3,5,9,0,0,-1,0,1
200501KF60277,1,1,3,1,12,3,3,5,1,0,0,-1,0,1
200501KF60278,1,1,1,2,27,6,3,0,0,0,0,-1,9,1
200501KF60280,1,1,2,2,20,4,3,0,0,1,0,-1,9,1
200501KF60280,1,2,1,1,28,6,3,0,0,0,0,-1,9,1
200501KF60281,2,1,1,1,-1,-1,3,0,0,0,0,-1,1,1
200501KF60283,1,1,3,1,6,2,3,5,2,0,0,-1,0,1
200501KF60285,1,1,3,1,-1,-1,3,6,9,0,0,-1,0,1
200501KF60286,1,1,1,1,27,6,3,0,0,0,0,-1,9,1
200501KF60287,1,1,3,2,31,6,3,5,3,0,0,-1,0,1
200501KF60288,1,1,3,2,23,5,3,6,9,0,0,-1,0,1
200501KF60290,1,1,1,1,22,5,3,0,0,0,0,-1,9,1
200501KF60291,1,1,1,2,35,6,3,0,0,0,0,-1,9,1
200501KF60292,1,1,1,1,33,6,3,0,0,0,0,-1,9,1
200501KF60294,1,1,3,1,26,6,3,5,1,0,0,-1,0,-1
200501KF60295,1,1,1,1,20,4,3,0,0,0,0,-1,9,-1
200501KF60296,1,1,1,1,33,6,3,0,0,0,0,-1,9,1
200501KF60297,1,1,1,1,35,6,3,0,0,0,0,-1,9,1
200501KF60298,1,1,3,1,18,4,3,5,3,0,0,-1,0,-1
200501KF60299,1,1,1,1,59,9,3,0,0,0,0,-1,9,1
200501KF60300,2,1,2,2,29,6,3,0,0,1,0,-1,9,-1
200501KF60300,2,2,2,2,14,3,3,0,0,1,0,-1,9,-1
200501KF60301,1,1,1,1,49,8,3,0,0,0,0,-1,9,1
200501KF60301,1,2,3,2,23,5,3,1,1,0,0,-1,0,1
200501KF60302,1,1,1,1,42,7,2,0,0,0,0,-1,3,1
200501KF60303,1,1,1,1,19,4,3,0,0,0,0,-1,1,-1
200501KF60304,1,1,1,1,43,7,3,0,0,0,0,-1,1,-1
200501KF60305,1,1,2,1,20,4,3,0,0,1,0,-1,9,1
200501KF60305,2,2,1,1,35,6,3,0,0,0,0,-1,9,1
200501KF60306,1,1,2,1,-1,-1,3,0,0,1,0,-1,9,1
200501KF60307,1,1,1,2,23,5,3,0,0,0,0,-1,9,1
200501KF60308,1,1,1,1,21,5,3,0,0,0,0,-1,9,1
200501KF60309,2,1,1,1,6,2,3,0,0,0,0,-1,1,-1
200501KF60310,1,1,3,1,6,2,3,5,1,0,0,-1,0,-1
200501KF60311,1,1,2,2,61,9,3,0,0,0,3,-1,11,-1
200501KF60312,1,1,3,1,6,2,3,5,1,0,0,-1,0,1
200501KF60313,1,1,1,1,30,6,3,0,0,0,0,-1,4,1
200501KF60314,2,1,1,1,25,5,3,0,0,0,0,-1,1,-1
200501KF60316,1,1,1,2,18,4,3,0,0,0,0,-1,9,1
200501KF60318,1,1,3,1,34,6,3,9,9,0,0,-1,0,1
