Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
200501CW11867,1,9,0,2,0,0,0,0,0,0,3,1,15,1,38,7,1998,1,6,2,1
200501CW11867,2,1,0,18,0,0,0,0,0,0,1,1,15,1,40,7,-1,-1,-1,5,1
200501CW11868,1,9,0,17,0,8,0,0,0,0,1,1,15,1,28,6,-1,-1,-1,7,2
200501CW11871,1,19,0,18,0,0,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501CW11873,1,11,0,18,0,8,0,0,0,0,1,1,15,1,38,7,8268,2,2,10,1
200501CW11873,2,4,0,18,0,8,0,0,0,0,4,1,15,1,56,9,234,1,4,4,1
200501CW11874,1,4,0,18,0,8,0,0,0,0,4,1,15,1,50,8,385,1,6,6,1
200501CW11874,2,9,0,18,0,8,0,0,0,0,4,1,15,1,49,8,3164,1,18,5,1
200501CW11875,1,5,0,18,0,0,0,0,0,0,1,1,15,1,32,6,1170,1,-1,-1,-1
200501CW11875,2,9,0,6,0,0,0,0,0,0,3,1,15,1,53,8,1998,1,6,-1,-1
200501CW11876,1,19,0,18,0,8,0,0,0,0,1,1,15,1,39,7,2400,2,1,-1,-1
200501CW11876,2,3,0,14,0,8,0,0,0,0,3,1,15,1,39,7,-1,-1,-1,5,1
200501CW11877,1,9,0,9,0,8,1,0,0,0,3,1,15,1,44,7,1997,2,-1,6,1
200501CW11877,2,9,0,18,0,8,1,0,0,0,1,1,15,1,18,4,1360,1,6,6,1
200501CW11879,1,9,0,9,0,8,0,0,0,0,3,1,15,2,34,6,1896,2,1,2,1
200501CW11880,1,9,0,18,0,2,0,0,0,0,4,1,15,1,41,7,-1,-1,-1,6,3
200501CW11880,2,1,0,18,0,2,0,0,0,0,1,1,15,2,49,8,-1,-1,-1,8,2
200501CW11883,1,8,0,5,0,0,0,0,0,0,3,1,15,1,76,11,2402,2,2,5,1
200501CW11884,1,5,0,18,0,8,0,0,0,0,1,1,15,1,36,7,897,1,-1,9,1
200501CW11884,2,90,0,9,0,8,0,0,0,0,4,1,15,1,-1,-1,3990,2,1,3,1
200501CW11885,1,11,1,18,0,0,0,0,0,0,2,1,1,1,49,8,6370,2,3,3,1
200501CW11885,2,11,0,18,0,0,0,0,0,0,1,1,1,1,26,6,7300,2,3,-1,-1
200501CW11886,1,9,0,16,0,1,0,0,0,0,1,1,15,1,38,7,3496,1,10,7,1
200501CW11889,1,5,0,18,0,1,0,0,0,0,4,1,15,1,30,6,650,1,24,4,1
200501CW11890,1,8,0,4,0,2,0,0,0,0,2,1,1,1,38,7,3222,2,2,5,1
200501CW11890,2,11,0,18,0,2,0,0,0,0,1,1,1,1,29,6,8268,2,2,2,1
200501CW11891,1,11,0,18,0,2,0,0,0,0,4,1,1,1,47,8,7300,2,-1,2,1
200501CW11892,1,9,0,7,0,8,0,0,0,0,4,1,15,1,34,6,698,1,1,5,1
200501CW11892,2,1,0,18,0,8,0,0,0,0,1,1,15,2,32,6,-1,-1,-1,-1,-1
200501CW11893,1,11,0,18,0,1,0,0,0,0,1,1,1,1,50,8,7300,2,2,2,1
200501CW11894,1,3,0,18,0,8,0,0,0,0,1,1,15,1,33,6,124,1,4,8,1
200501CW11894,2,9,0,7,0,8,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,3,1
200501CW11896,1,8,0,7,0,8,0,0,0,0,3,1,1,1,-1,-1,-1,-1,-1,-1,-1
200501CW11897,1,9,0,18,0,2,0,0,0,0,1,1,15,1,42,7,-1,-1,-1,3,1
200501CW11897,2,9,0,18,0,1,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501CW11898,1,8,0,9,0,8,0,0,0,0,2,1,15,1,44,7,2188,2,6,4,1
200501CW11898,2,11,0,18,0,8,0,0,0,0,1,1,15,1,31,6,7300,2,1,2,1
200501CW11899,1,9,0,10,0,1,0,0,0,0,2,1,15,1,27,6,1896,2,2,6,1
200501CW11899,2,9,0,18,0,1,0,0,0,0,1,1,15,1,41,7,1596,1,-1,5,1
200501CW11900,1,9,0,9,0,8,0,0,0,0,4,1,15,2,44,7,3239,1,12,7,1
200501CW11900,2,9,0,18,0,8,0,0,0,0,1,1,15,2,41,7,1242,1,9,9,1
200501CW11901,1,9,0,18,0,8,0,0,0,0,2,1,15,1,26,6,3960,1,7,-1,-1
200501CW11901,2,9,0,18,0,8,0,0,0,0,3,1,15,1,74,10,-1,-1,-1,1,1
200501CW11902,1,11,0,18,0,2,0,0,0,0,1,1,1,1,31,6,8268,2,2,3,1
200501CW11903,1,1,0,18,0,0,0,0,0,0,3,1,15,1,22,5,-1,-1,-1,-1,-1
200501CW11903,2,11,1,13,0,0,0,0,0,0,4,1,1,1,49,8,6370,2,2,-1,-1
200501CW11904,1,9,0,18,0,0,0,0,0,0,4,1,15,1,24,5,1396,1,9,3,1
200501CW11905,1,9,0,5,0,1,0,0,0,0,4,1,15,1,38,7,-1,-1,-1,3,1
200501CW11917,1,8,0,18,0,8,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
200501CW11917,2,9,0,18,0,8,0,0,0,0,2,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501CW11918,1,9,0,4,0,1,0,0,0,0,2,1,15,1,43,7,1199,1,2,2,1
200501CW11918,2,9,0,18,0,1,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501CW11921,1,9,0,5,0,2,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501CW11922,1,1,0,18,0,0,0,0,0,0,3,1,15,1,33,6,-1,-1,-1,2,1
200501CW11929,1,9,0,2,0,0,0,0,0,0,3,1,15,1,-1,-1,1988,1,10,1,1
200501CW11929,2,11,0,18,0,0,0,0,0,0,1,1,1,1,-1,-1,7300,2,-1,-1,-1
200501CW11933,1,11,0,18,0,0,0,0,0,0,4,1,1,1,26,6,7300,2,2,-1,-1
200501CW11934,1,1,0,10,0,8,0,0,0,0,1,1,15,2,43,7,-1,-1,-1,2,1
200501CW11934,2,9,0,9,0,8,0,0,0,0,3,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501CW11936,1,19,0,4,0,1,0,0,0,0,4,1,15,1,44,7,2463,2,1,2,1
200501CW11936,2,8,0,9,0,8,0,0,0,0,2,1,15,1,63,9,2664,2,13,-1,-1
200501CW11936,3,5,0,15,0,8,0,0,0,0,1,1,15,1,31,6,599,1,6,4,1
200501CW11940,1,9,0,1,0,0,0,0,0,0,2,1,15,1,24,5,-1,-1,-1,4,1
200501CW11946,1,3,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,49,1,2,5,1
200501CW11946,2,9,0,18,0,8,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501CW11954,1,9,0,7,0,8,0,0,0,0,2,1,15,1,34,6,2499,2,8,4,1
200501CW11954,2,9,0,7,0,8,0,0,0,0,2,1,15,1,-1,-1,1753,2,9,-1,-1
200501CW11954,3,11,0,7,0,8,0,0,0,0,1,2,15,1,-1,-1,-1,-1,-1,-1,-1
200501CW11959,1,9,0,9,0,1,0,0,0,0,3,1,15,1,-1,-1,1896,2,3,2,1
200501CW11959,2,1,0,18,0,1,0,0,0,0,4,1,15,1,32,6,-1,-1,-1,-1,-1
200501CW11971,1,1,0,18,0,2,0,0,0,0,4,1,15,2,-1,-1,-1,-1,-1,4,1
200501CW11971,2,9,0,7,0,2,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501CW11993,1,8,0,9,0,8,0,0,0,0,0,1,1,1,45,7,2151,2,3,-1,-1
200501CW12015,1,9,0,18,0,2,0,0,0,0,4,1,15,1,43,7,1975,2,7,2,1
200501CW12015,2,9,0,2,0,2,0,0,0,0,3,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501CW19016,1,9,0,4,0,0,0,0,0,0,2,1,15,2,30,6,1149,1,5,2,1
200501CW19016,2,19,0,4,0,0,0,0,0,0,1,1,15,1,-1,-1,1870,2,2,10,1
200501CW19023,1,5,0,18,0,0,0,0,0,0,3,1,15,2,35,6,599,1,3,3,1
200501CW19023,2,9,0,18,0,0,0,0,0,0,4,1,15,1,-1,-1,1999,1,3,3,1
200501CW19023,3,9,0,11,0,0,0,0,0,0,3,1,15,1,-1,-1,1794,1,13,3,1
200501CW19133,1,9,0,12,0,0,0,0,0,0,3,1,2,2,-1,-1,1275,1,6,5,1
200501CW19133,2,4,0,18,0,0,0,0,0,0,4,1,2,1,42,7,499,1,20,9,1
200501CW19181,1,5,0,12,0,0,1,0,0,0,1,1,2,1,36,7,599,1,2,10,1
200501CW19181,2,9,0,4,0,0,0,0,0,0,2,1,2,1,45,7,1998,1,6,3,1
200501CW19183,1,11,0,4,0,0,0,0,0,0,0,1,1,1,49,8,-1,2,39,5,1
200501CW19184,1,9,0,12,0,1,0,0,0,0,3,1,15,1,50,8,1396,1,10,2,1
200501CW19184,2,5,0,18,0,1,0,0,0,0,4,1,15,1,-1,-1,645,1,-1,-1,-1
200501CW19188,1,1,0,18,0,8,0,0,0,0,2,1,15,1,23,5,-1,-1,-1,3,1
200501CW19188,2,19,0,9,0,8,0,0,0,0,1,1,15,1,30,6,-1,-1,-1,7,1
200501CW19198,1,9,0,18,0,0,0,0,0,0,2,1,15,1,31,6,1781,1,6,2,1
200501CW19198,2,9,0,18,0,0,0,0,0,0,1,1,15,1,-1,-1,1973,1,7,-1,-1
200501CW19200,1,9,0,18,0,2,0,0,0,0,3,1,15,1,49,8,4398,1,1,5,1
200501CW19200,2,9,0,18,0,2,0,0,0,0,4,1,15,1,-1,-1,2438,1,6,1,1
200501CW19216,1,11,0,4,0,1,0,0,0,0,0,1,1,1,42,7,7300,2,2,3,1
200501CW19219,1,11,0,18,0,1,0,0,0,0,0,1,1,1,51,8,6370,2,1,-1,-1
200501CW19242,1,8,0,18,0,1,0,0,0,0,4,1,1,1,41,7,2664,2,4,-1,-1
200501CW19243,1,11,0,4,0,1,0,0,0,0,0,1,15,1,52,8,7300,2,1,3,1
200501CW19284,1,20,0,7,0,8,0,0,0,0,1,1,1,1,48,8,5880,2,5,4,1
200501CW19284,2,1,0,18,0,8,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EK00181,1,9,0,18,0,2,0,7,1,2,1,1,15,1,22,5,-1,-1,-1,-1,-1
200501EK40029,1,9,0,7,0,0,0,0,0,0,4,1,15,1,56,9,-1,-1,-1,4,1
200501EK40029,2,1,0,18,0,0,0,0,0,0,1,1,15,1,31,6,-1,-1,-1,5,1
200501EK40044,1,2,0,18,0,1,0,0,0,0,1,1,15,2,27,6,-1,-1,-1,-1,-1
200501EK40045,1,11,0,18,0,1,0,0,0,0,4,1,15,1,36,7,11000,2,6,4,1
200501EK40048,1,11,0,18,0,1,0,0,0,0,1,1,1,1,44,7,7300,2,1,1,1
200501EK40050,1,8,0,4,0,1,0,0,0,0,2,1,15,1,38,7,2664,2,5,8,1
200501EK40050,2,1,0,18,0,1,0,0,0,0,1,1,15,2,20,4,-1,-1,-1,-1,-1
200501EK40052,1,9,0,6,0,0,0,0,0,0,3,1,15,1,41,7,-1,-1,-1,4,1
200501EK40052,2,3,0,18,0,0,0,0,0,0,4,1,15,1,20,4,85,1,10,3,1
200501EK40055,1,9,0,5,0,0,0,0,0,0,3,1,15,1,-1,-1,1596,1,1,-1,-1
200501EK40058,1,9,0,14,0,0,0,0,0,0,4,1,15,1,49,8,-1,-1,-1,3,1
200501EK40058,2,1,0,15,0,0,0,0,0,0,1,1,15,1,36,7,-1,-1,-1,3,1
200501EK40061,1,9,0,18,0,1,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EK40065,1,90,0,18,0,1,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EK40073,1,9,0,18,0,2,0,0,0,0,3,1,15,2,37,7,1299,1,8,2,1
200501EK40073,2,19,0,9,0,2,0,0,0,0,1,1,15,1,30,6,1896,2,3,3,1
200501EK40076,1,9,0,7,0,1,0,0,0,0,1,1,15,1,59,9,-1,-1,-1,7,3
200501EK40076,2,4,0,7,0,1,0,7,1,0,1,1,15,1,42,7,-1,-1,-1,6,1
200501EK40077,1,9,0,9,0,0,0,0,0,0,1,1,15,1,40,7,1796,1,12,1,1
200501EK40077,2,9,0,18,0,0,0,0,0,0,1,1,15,1,33,6,-1,-1,-1,-1,-1
200501EK40078,1,9,0,7,0,1,0,0,0,0,3,1,15,1,38,7,-1,-1,-1,-1,-1
200501EK40080,1,9,0,9,0,1,0,0,0,0,4,1,15,1,47,8,-1,-1,-1,2,1
200501EK40083,1,9,0,18,0,0,0,0,0,0,4,1,15,2,30,6,1994,1,14,2,1
200501EK40084,1,9,0,9,0,2,0,0,0,0,4,1,15,1,39,7,1984,1,2,-1,-1
200501EK40084,2,1,0,15,0,1,0,0,0,0,1,1,15,2,23,5,-1,-1,-1,-1,-1
200501EK40088,1,9,0,18,0,3,0,0,0,0,4,1,15,1,40,7,1781,1,9,-1,-1
200501EK40088,2,1,0,18,0,3,0,0,0,0,1,1,15,2,24,5,-1,-1,-1,-1,-1
200501EK40094,1,11,0,2,0,2,0,0,0,0,1,1,15,1,51,8,6370,2,1,5,1
200501EK40101,1,9,0,18,0,1,0,0,0,0,1,1,15,1,37,7,-1,-1,-1,4,1
200501EK40101,2,9,0,7,0,1,0,0,0,0,1,1,15,1,-1,-1,1997,1,9,-1,-1
200501EK40105,1,9,0,18,0,2,0,0,0,0,1,1,15,1,32,6,1587,1,8,6,1
200501EK40106,1,1,0,18,0,0,0,0,0,0,1,1,15,1,26,6,-1,-1,-1,3,1
200501EK40106,2,9,0,18,0,0,0,0,0,0,1,1,15,2,-1,-1,1199,7,1,-1,-1
200501EK40110,1,9,0,5,0,2,0,0,0,0,1,1,15,2,41,7,1794,1,11,2,1
200501EK40110,2,1,0,18,0,2,0,0,0,0,1,1,15,1,34,6,-1,-1,-1,-1,-1
200501EK40116,1,1,0,9,0,1,0,0,0,0,1,1,15,1,39,7,-1,-1,-1,-1,-1
200501EK40116,2,19,0,9,0,2,0,0,0,0,4,1,15,1,41,7,-1,2,4,3,1
200501EK40147,1,9,0,2,0,1,0,0,0,0,3,1,15,1,38,7,-1,-1,-1,-1,-1
200501EK40147,2,5,0,5,0,1,0,0,0,0,1,1,15,1,-1,-1,599,1,9,-1,-1
200501EK40149,1,9,0,18,0,3,0,0,0,0,4,1,15,2,48,8,4398,1,2,3,1
200501EK40150,1,9,0,18,0,1,0,0,0,0,4,1,15,1,26,6,-1,-1,-1,-1,-1
200501EK40154,1,1,0,18,0,1,0,0,0,0,1,1,15,1,24,5,-1,-1,-1,3,1
200501EK40154,2,19,0,18,0,1,0,0,0,0,1,1,15,1,30,6,2151,2,4,1,1
200501EO00001,1,3,0,3,0,1,0,0,0,0,2,1,15,1,30,6,124,1,1,3,1
200501EO00001,2,9,0,3,0,1,1,0,0,0,1,1,15,1,53,8,1597,1,17,4,1
200501EO00002,1,9,0,18,0,1,0,0,0,0,1,1,15,2,34,6,-1,-1,-1,3,1
200501EO00003,1,9,0,18,0,8,0,0,0,0,1,1,15,1,41,7,1396,1,9,2,1
200501EO00003,2,19,0,18,0,8,0,0,0,0,1,1,15,1,55,8,1700,2,7,-1,-1
200501EO00004,1,9,0,18,0,1,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501EO00005,1,9,0,3,0,1,0,0,0,0,2,1,15,1,35,6,-1,-1,-1,1,1
200501EO00005,2,9,0,18,0,1,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EO00006,1,9,0,17,0,8,0,0,0,0,4,1,15,1,54,8,-1,-1,-1,1,1
200501EO00006,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,1372,1,12,-1,-1
200501EO00007,1,1,0,18,0,8,0,0,0,0,0,1,15,1,53,8,-1,-1,-1,2,1
200501EO00008,1,9,0,18,0,0,0,0,0,0,1,1,15,1,56,9,1270,1,17,4,1
200501EO00009,1,9,0,7,0,8,0,0,0,0,1,1,15,1,40,7,1598,1,14,1,1
200501EO00009,2,1,0,16,0,8,0,0,0,0,4,1,15,1,31,6,-1,-1,-1,4,1
200501EO00012,1,9,0,18,0,8,0,0,0,0,3,1,15,2,35,6,1998,1,10,1,1
200501EO00012,2,9,0,18,0,8,0,0,0,0,1,1,15,2,28,6,1984,1,4,3,1
200501EO00013,1,19,0,18,0,8,0,0,0,0,4,1,15,2,42,7,2295,7,2,2,1
200501EO00013,2,9,0,9,0,8,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501EO00014,1,3,0,18,0,0,0,0,0,0,1,1,15,1,34,6,-1,-1,-1,5,1
200501EO00014,2,9,0,6,0,0,0,0,0,0,2,1,15,2,-1,-1,-1,-1,-1,4,1
200501EO00016,1,9,0,9,0,8,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501EO00017,1,9,0,9,0,1,0,0,0,0,4,1,15,1,29,6,1995,1,4,2,1
200501EO00018,1,9,0,18,0,8,0,0,0,0,1,1,15,1,45,7,1597,1,5,2,1
200501EO00018,2,2,0,6,0,8,0,0,0,0,3,1,15,1,16,4,49,1,3,-1,-1
200501EO00019,1,9,0,18,0,8,0,0,0,0,1,1,15,1,66,10,-1,-1,-1,2,1
200501EO00019,2,19,0,18,0,8,2,0,0,0,4,1,15,1,34,6,2496,2,7,-1,-1
200501EO00020,1,3,0,18,0,0,0,0,0,0,3,1,15,1,31,6,100,1,7,3,1
200501EO00020,2,19,0,18,0,0,0,0,0,0,4,1,15,1,36,7,1870,2,1,4,1
200501EO00021,1,9,0,18,0,0,0,0,0,0,4,1,15,1,38,7,1900,2,5,2,1
200501EO00021,2,9,0,18,0,0,0,0,0,0,4,1,15,1,19,4,-1,-1,-1,4,1
200501EO00021,3,9,0,12,0,0,0,0,0,0,3,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501EO00022,1,90,0,18,0,0,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EO00024,1,1,0,9,0,8,0,0,0,0,1,1,15,1,51,8,-1,-1,-1,2,1
200501EO00024,2,9,0,9,0,8,0,0,0,0,1,1,15,1,-1,-1,1300,1,5,-1,-1
200501EO00025,1,8,0,18,0,2,0,0,0,0,1,1,15,1,57,9,2664,2,13,1,1
200501EO00026,1,3,0,15,0,8,0,0,0,0,1,1,15,1,-1,-1,85,1,4,3,1
200501EO00027,1,9,0,18,0,1,0,0,1,4,4,1,15,1,-1,-1,1388,1,1,-1,-1
200501EO00028,1,9,0,18,0,8,0,0,0,0,1,1,15,2,57,9,1389,1,7,1,1
200501EO00028,2,9,0,17,0,8,0,0,0,0,3,1,15,1,27,6,2435,1,9,3,1
200501EO00029,1,8,0,18,0,0,0,0,0,0,4,1,15,1,38,7,2664,2,13,5,1
200501EO00029,2,9,0,12,0,0,0,0,0,0,3,1,15,1,31,6,1600,1,6,1,1
200501EO00030,1,9,0,18,0,0,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EO00034,1,9,0,18,0,0,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EO00035,1,21,0,7,0,8,0,0,0,0,3,1,1,1,36,7,-1,2,4,2,1
200501EO00035,2,1,0,18,0,8,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,3,1
200501EO00036,1,3,0,18,0,0,0,0,0,0,1,1,15,1,27,6,85,1,7,3,1
200501EO00036,2,9,0,12,0,0,0,0,0,0,3,1,15,1,20,4,1783,1,5,1,1
200501EO00037,1,9,0,2,0,1,0,0,0,0,3,1,15,1,52,8,1896,2,2,3,1
200501EO00037,2,1,0,18,0,1,0,0,0,0,1,1,15,1,63,9,-1,-1,-1,-1,-1
200501EO00038,1,3,0,18,0,8,0,0,0,0,1,1,15,1,37,7,124,1,4,6,1
200501EO00038,2,9,0,9,0,8,0,0,0,0,4,1,15,1,-1,-1,1597,1,10,8,3
200501EO00039,1,9,0,9,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EO00040,1,19,0,9,0,8,0,0,0,0,1,1,15,1,24,5,1686,2,2,7,2
200501EO00040,2,5,0,18,0,8,0,0,0,0,3,1,15,1,32,6,996,1,6,1,1
200501EO00041,1,3,0,18,0,8,0,0,0,0,1,1,15,1,31,6,125,1,4,5,1
200501EO00041,2,9,0,9,0,8,0,0,0,0,3,1,15,1,30,6,-1,-1,-1,5,1
200501EO00042,1,5,0,13,0,0,0,0,0,0,4,1,15,1,26,6,599,1,6,1,1
200501EO00042,2,19,0,13,0,0,0,0,0,0,3,1,15,1,41,7,2283,2,4,4,1
200501EO00043,1,20,0,9,0,8,0,0,0,0,1,1,15,1,34,6,3900,2,2,2,1
200501EO00043,2,9,0,18,0,8,0,0,0,0,4,1,15,1,25,5,-1,-1,-1,9,1
200501EO00044,1,8,0,9,0,8,0,0,0,0,4,1,15,1,-1,-1,2664,2,14,9,1
200501EO00044,2,2,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EO00047,1,9,0,4,0,0,0,0,0,0,1,1,15,2,51,8,2316,1,16,3,1
200501EO00048,1,11,0,2,0,2,0,0,0,0,0,1,15,1,-1,-1,8300,2,6,4,1
200501EO00049,1,5,0,18,0,0,0,0,0,0,3,1,15,1,47,8,750,1,3,6,1
200501EO00050,1,11,0,9,0,8,0,0,0,0,0,1,1,1,39,7,7300,2,2,4,1
200501EO00051,1,1,0,18,0,0,0,10,0,0,0,1,15,2,48,8,-1,-1,-1,2,1
200501EO00051,2,8,0,13,0,0,0,0,0,0,0,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EO00052,1,9,0,18,0,8,0,0,0,0,1,1,15,1,49,8,1997,2,4,2,1
200501EO00052,2,1,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,1,1
200501EO00054,1,5,0,18,0,8,0,0,0,0,1,1,15,1,41,7,599,1,3,10,1
200501EO00054,2,9,0,9,0,8,0,0,0,0,3,1,15,1,-1,-1,1390,1,13,-1,-1
200501EO00056,1,8,0,3,0,1,0,0,0,0,2,1,15,1,61,9,2664,2,8,2,1
200501EO00056,2,9,0,18,0,1,0,0,0,0,1,1,15,1,42,7,1753,2,8,-1,-1
200501EO00057,1,5,0,18,0,8,0,0,0,0,1,1,15,1,27,6,599,1,1,7,3
200501EO00057,2,9,0,10,0,8,0,0,0,0,1,1,15,1,35,6,1796,1,1,4,1
200501EO00058,1,9,0,3,0,2,0,0,0,0,2,1,1,1,40,7,-1,-1,-1,1,1
200501EO00058,2,9,0,3,0,2,0,0,0,0,2,1,15,1,47,8,1753,2,1,2,1
200501EO00058,3,19,0,3,0,2,0,0,0,0,2,1,1,1,32,6,2999,2,3,4,1
200501EO00058,4,21,0,18,0,3,0,0,0,0,1,1,1,1,37,7,6370,2,5,-1,-1
200501EO00059,1,1,0,18,0,8,0,0,0,0,1,1,15,1,26,6,-1,-1,-1,2,1
200501EO00059,2,19,0,9,0,8,0,0,0,0,1,1,15,1,-1,-1,2299,2,9,-1,-1
200501EO00060,1,9,0,18,0,8,0,0,0,0,1,1,15,2,20,4,1360,1,7,10,1
200501EO00060,2,90,0,18,0,8,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,3,1
200501EO00062,1,9,0,14,0,0,0,0,0,0,1,1,15,2,32,6,-1,-1,-1,-1,-1
200501EO00064,1,9,0,4,0,0,0,0,0,0,4,1,15,2,27,6,1781,1,7,2,1
200501EO00065,1,11,0,18,0,2,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1
200501EO00066,1,9,0,18,0,2,0,0,0,0,1,1,15,2,27,6,-1,-1,-1,7,1
200501EO00067,1,11,0,18,0,1,0,0,0,0,1,1,15,1,35,6,12000,2,2,8,1
200501EO00069,1,8,0,6,0,1,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EO00069,2,2,0,18,0,1,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EO00070,1,9,0,3,0,8,0,0,0,0,2,1,15,1,33,6,1596,1,1,1,1
200501EO00070,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,1498,1,8,-1,-1
200501EO00071,1,19,0,6,0,2,0,0,0,0,3,1,15,1,24,5,2402,2,4,8,1
200501EO00071,2,5,0,13,0,2,0,0,0,0,1,1,15,1,22,5,599,1,7,5,1
200501EO00072,1,11,0,4,0,0,0,0,0,0,0,1,1,1,58,9,-1,-1,-1,3,1
200501EO00072,2,9,0,18,0,0,0,0,0,0,0,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501EO00073,1,1,0,15,0,1,0,0,0,0,1,1,15,1,51,8,-1,-1,-1,1,1
200501EO00073,2,9,0,3,0,1,0,0,0,0,4,1,15,1,-1,-1,1237,1,15,9,1
200501EO00074,1,4,0,18,0,0,0,0,0,0,1,1,15,2,39,7,200,1,23,2,1
200501EO00074,2,9,0,6,0,0,0,0,0,0,3,1,15,1,-1,-1,-1,-1,-1,3,1
200501EO00075,1,9,0,6,0,0,0,0,0,0,3,1,15,1,24,5,1984,1,2,-1,-1
200501EO00075,2,1,0,18,0,0,0,0,0,0,1,1,15,1,52,8,-1,-1,-1,4,1
200501EO00076,1,9,0,18,0,1,0,0,0,0,1,1,15,2,28,6,1590,1,9,2,1
200501EO00079,1,9,0,18,0,1,0,0,0,0,1,1,15,2,23,5,-1,-1,-1,10,1
200501EO00079,2,1,0,18,0,8,0,0,0,0,2,1,15,1,15,3,-1,-1,-1,2,1
200501EO00080,1,9,0,18,0,0,0,0,1,7,1,1,15,1,23,5,1389,1,11,-1,-1
200501EO00081,1,9,0,7,0,8,0,0,0,0,1,1,15,1,25,5,-1,-1,-1,5,1
200501EO00081,2,9,0,9,0,8,0,0,0,0,1,1,15,1,46,8,1985,1,7,2,1
200501EO00082,1,3,0,18,0,8,0,0,0,0,1,1,15,1,35,6,124,1,1,3,1
200501EO00082,2,9,0,9,0,8,0,0,0,0,4,1,15,1,-1,-1,3316,1,10,4,1
200501EO00083,1,9,0,1,0,0,0,0,0,0,3,1,15,1,36,7,-1,-1,-1,4,1
200501EO00083,2,9,0,18,0,0,0,0,0,0,1,1,15,1,34,6,-1,-1,-1,1,1
200501EO00084,1,5,0,18,0,8,0,0,0,0,3,1,15,1,28,6,645,1,1,4,1
200501EO00084,2,9,0,9,0,8,0,0,0,0,3,1,15,1,44,7,1587,1,11,5,1
200501EO00085,1,9,0,16,0,8,0,0,3,10,1,1,15,1,26,6,1796,1,4,2,1
200501EO00086,1,9,0,4,0,0,0,0,0,0,2,1,15,1,-1,-1,1997,1,15,-1,-1
200501EO00086,2,9,0,4,0,0,0,0,0,0,2,1,15,1,48,8,954,1,10,2,1
200501EO00086,3,9,0,4,0,0,0,0,0,0,2,1,15,1,29,6,1299,1,6,4,1
200501EO00086,4,9,0,18,0,0,0,0,0,0,1,1,15,2,28,6,1397,1,5,10,1
200501EO00087,1,9,0,9,0,8,0,0,0,0,1,1,15,2,-1,-1,1587,1,1,-1,-1
200501EO00088,1,9,0,18,0,8,0,0,0,0,4,1,15,2,41,7,1360,1,16,2,1
